Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
22         0.1955     0.2737     0.2281
23         0.4132     0.4854     0.4464
24         0.3738     0.4494     0.4082
25         0.1518     0.2099     0.1762
26         0.1429     0.1143     0.1270
27         0.1195     0.3034     0.1714
28         0.4216     0.4479     0.4343
29         0.4634     0.2111     0.2901
30         0.2831     0.4653     0.3521
31         0.3188     0.2292     0.2667
32         0.6818     0.1515     0.2479
33         0.2022     0.2278     0.2143
34         0.1361     0.1905     0.1587
35         0.1818     0.1188     0.1437
36         0.2453     0.3824     0.2989
37         0.2444     0.2973     0.2683
38         0.1714     0.0632     0.0923
39         0.3137     0.2581     0.2832
40         0.1647     0.1628     0.1637
41         0.4128     0.4327     0.4225
42         0.2361     0.1604     0.1910
43         0.2816     0.3085     0.2944
44         0.2069     0.0606     0.0937
45         0.0896     0.0698     0.0784
46         0.1505     0.1573     0.1538
47         0.5432     0.4037     0.4632
48         0.3652     0.4200     0.3907
49         0.3571     0.4369     0.3930
50         0.1818     0.0588     0.0889
51         0.2545     0.1474     0.1867
52         0.5159     0.6771     0.5856
53         0.3459     0.5729     0.4314
54         0.3960     0.3509     0.3721
55         0.0926     0.0538     0.0680
56         0.4062     0.4333     0.4194
57         0.4133     0.3039     0.3503
58         0.3022     0.3925     0.3415
59         0.3889     0.1858     0.2515
60         0.6532     0.7431     0.6953
61         0.2045     0.5056     0.2913
62         0.2320     0.5631     0.3286
63         0.3365     0.3365     0.3365
64         0.2115     0.1019     0.1375
65         0.1778     0.0808     0.1111
66         0.1026     0.0879     0.0947
67         0.2102     0.4157     0.2792
68         0.6300     0.5833     0.6058
69         0.4679     0.5484     0.5050
70         0.3279     0.1802     0.2326
71         0.4495     0.5326     0.4876
72         0.0980     0.0463     0.0629
73         0.6346     0.2845     0.3929
74         0.1450     0.1776     0.1597
75         0.4437     0.6396     0.5240
76         0.4149     0.4149     0.4149
77         0.1176     0.2000     0.1481
78         0.2419     0.1562     0.1899
79         0.1783     0.2857     0.2196
80         0.2800     0.0625     0.1022
81         0.2593     0.2143     0.2346
82         0.4242     0.6022     0.4978
83         0.2615     0.1574     0.1965
84         0.1589     0.1574     0.1581
85         0.4141     0.3868     0.4000
86         0.4186     0.3243     0.3655
87         0.2190     0.2674     0.2408
88         0.2464     0.1619     0.1954
89         0.1824     0.2547     0.2126
90         0.2750     0.0982     0.1447
91         0.3857     0.2935     0.3333
92         0.0973     0.1048     0.1009
93         0.1923     0.0990     0.1307
94         0.4557     0.6316     0.5294
95         0.4750     0.1959     0.2774
96         0.3333     0.3875     0.3584
97         0.2235     0.1776     0.1979
98         0.1789     0.1954     0.1868
99         0.1591     0.0667     0.0940
----------------------------------------
Macro Avg  0.2885     0.2841     0.2725

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 38/100 | Time: 296.2s | Loss: 0.0153 | Train Acc: 99.60%
--- Evaluating on Epoch 38 Val ---

Overall Accuracy: 96.48% (11578/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9766     0.9851     0.9808
1          0.9867     0.9831     0.9849
2          0.9496     0.9664     0.9579
3          0.9396     0.9689     0.9540
4          0.9735     0.9636     0.9685
5          0.9419     0.9728     0.9571
6          0.9803     0.9771     0.9787
7          0.9633     0.9757     0.9695
8          0.9762     0.9112     0.9426
9          0.9578     0.9408     0.9492
----------------------------------------
Macro Avg  0.9646     0.9645     0.9643


Epoch 46/100 | Time: 190.7s | Loss: 2.4243 | Train Acc: 38.09%
--- Evaluating on Epoch 46 Val ---

Overall Accuracy: 25.95% (2595/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3643     0.5730     0.4454
1          0.2671     0.4624     0.3386
2          0.1364     0.0968     0.1132
3          0.1681     0.2247     0.1923
4          0.1182     0.1313     0.1244
5          0.1746     0.3113     0.2237
6          0.1920     0.2376     0.2124
7          0.2581     0.3333     0.2909
8          0.5208     0.2688     0.3546
9          0.4321     0.3889     0.4094
10         0.1290     0.0792     0.0982
11         0.2500     0.2000     0.2222
12         0.3582     0.2330     0.2824
13         0.2500     0.1078     0.1507
14         0.1739     0.2745     0.2129
15         0.1036     0.2566     0.1476
16         0.3704     0.1149     0.1754
17         0.3315     0.5310     0.4082
18         0.1395     0.1143     0.1257
19         0.1569     0.1584     0.1576
20         0.4818     0.5146     0.4977
21         0.3362     0.4021     0.3662
22         0.4800     0.1263     0.2000
23         0.3588     0.4563     0.4017
24         0.3663     0.4157     0.3895
25         0.1728     0.1728     0.1728
26         0.1310     0.1810     0.1520
27         0.1208     0.2809     0.1689
28         0.3707     0.4479     0.4057
29         0.2233     0.2556     0.2383
30         0.3654     0.1881     0.2484
31         0.1618     0.3438     0.2200
32         0.2209     0.1919     0.2054
33         0.1532     0.2152     0.1789
34         0.1321     0.1333     0.1327
35         0.1395     0.1188     0.1283
36         0.1746     0.5392     0.2638
37         0.1915     0.0811     0.1139
38         0.2154     0.1474     0.1750
39         0.5909     0.1048     0.1781
40         0.1429     0.1744     0.1571
41         0.5652     0.3750     0.4509
42         0.2157     0.1038     0.1401
43         0.1626     0.3511     0.2222
44         0.1392     0.1111     0.1236
45         0.1304     0.0698     0.0909
46         0.1507     0.1236     0.1358
47         0.4796     0.4312     0.4541
48         0.5600     0.2800     0.3733
49         0.4643     0.2524     0.3270
50         0.1096     0.0784     0.0914
51         0.1216     0.1895     0.1481
52         0.5833     0.5833     0.5833
53         0.3643     0.4896     0.4178
54         0.4889     0.1930     0.2767
55         0.1000     0.0538     0.0699
56         0.4217     0.3889     0.4046
57         0.4328     0.2843     0.3432
58         0.4565     0.1963     0.2745
59         0.3750     0.1062     0.1655
60         0.5852     0.7248     0.6475
61         0.4667     0.3146     0.3758
62         0.3672     0.4563     0.4069
63         0.2042     0.3750     0.2644
64         0.1111     0.1944     0.1414
65         0.0988     0.0808     0.0889
66         0.1905     0.0440     0.0714
67         0.2407     0.2921     0.2640
68         0.5221     0.5463     0.5339
69         0.4352     0.5054     0.4677
70         0.2262     0.3423     0.2724
71         0.4653     0.5109     0.4870
72         0.1231     0.0741     0.0925
73         0.6122     0.2586     0.3636
74         0.1818     0.1308     0.1522
75         0.4604     0.5766     0.5120
76         0.3362     0.4149     0.3714
77         0.0811     0.3000     0.1277
78         0.1200     0.0312     0.0496
79         0.3261     0.1531     0.2083
80         0.1212     0.0357     0.0552
81         0.2449     0.1224     0.1633
82         0.6164     0.4839     0.5422
83         0.2676     0.1759     0.2123
84         0.1024     0.1204     0.1106
85         0.3276     0.3585     0.3423
86         0.4500     0.2432     0.3158
87         0.2368     0.2093     0.2222
88         0.1887     0.0952     0.1266
89         0.4107     0.2170     0.2840
90         0.1176     0.0179     0.0310
91         0.3505     0.3696     0.3598
92         0.1463     0.0571     0.0822
93         0.2407     0.1287     0.1677
94         0.2959     0.7632     0.4265
95         0.7333     0.2268     0.3465
96         0.3906     0.3125     0.3472
97         0.2195     0.1682     0.1905
98         0.1296     0.2414     0.1687
99         0.1379     0.0762     0.0982
----------------------------------------
Macro Avg  0.2863     0.2600     0.2526


Epoch 39/100 | Time: 254.8s | Loss: 0.0147 | Train Acc: 99.58%
--- Evaluating on Epoch 39 Val ---

Overall Accuracy: 96.43% (11572/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9765     0.9816     0.9791
1          0.9846     0.9868     0.9857
2          0.9710     0.9487     0.9597
3          0.9422     0.9746     0.9581
4          0.9357     0.9848     0.9596
5          0.9741     0.9512     0.9625
6          0.9701     0.9828     0.9764
7          0.9753     0.9568     0.9659
8          0.9538     0.9513     0.9525
9          0.9602     0.9196     0.9395
----------------------------------------
Macro Avg  0.9644     0.9638     0.9639


Epoch 47/100 | Time: 13476.6s | Loss: 2.4133 | Train Acc: 38.11%
--- Evaluating on Epoch 47 Val ---

Overall Accuracy: 28.42% (2842/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4286     0.5393     0.4776
1          0.2927     0.3871     0.3333
2          0.1364     0.0968     0.1132
3          0.2500     0.1236     0.1654
4          0.1079     0.1515     0.1261
5          0.2222     0.1887     0.2041
6          0.1714     0.1782     0.1748
7          0.3333     0.3021     0.3169
8          0.2273     0.3763     0.2834
9          0.6579     0.2778     0.3906
10         0.1786     0.0990     0.1274
11         0.2524     0.2167     0.2332
12         0.2617     0.2718     0.2667
13         0.2794     0.1863     0.2235
14         0.2170     0.2255     0.2212
15         0.3250     0.1150     0.1699
16         0.2254     0.1839     0.2025
17         0.3929     0.4867     0.4348
18         0.2336     0.2381     0.2358
19         0.2603     0.1881     0.2184
20         0.4472     0.5340     0.4867
21         0.4054     0.4639     0.4327
22         0.3171     0.1368     0.1912
23         0.3701     0.5534     0.4436
24         0.2857     0.5618     0.3788
25         0.2025     0.1975     0.2000
26         0.2075     0.1048     0.1392
27         0.1474     0.2584     0.1878
28         0.3947     0.4688     0.4286
29         0.2796     0.2889     0.2842
30         0.3136     0.3663     0.3379
31         0.1884     0.2708     0.2222
32         0.1667     0.2929     0.2125
33         0.1875     0.2278     0.2057
34         0.1786     0.0952     0.1242
35         0.1654     0.2079     0.1842
36         0.3333     0.2843     0.3069
37         0.1875     0.1351     0.1571
38         0.1065     0.2421     0.1479
39         0.2667     0.2258     0.2445
40         0.1881     0.2209     0.2032
41         0.5122     0.4038     0.4516
42         0.1569     0.2264     0.1853
43         0.2661     0.3511     0.3028
44         0.1905     0.1212     0.1481
45         0.1905     0.0930     0.1250
46         0.1690     0.1348     0.1500
47         0.3960     0.5413     0.4574
48         0.3333     0.4300     0.3755
49         0.3011     0.5146     0.3799
50         0.1887     0.0980     0.1290
51         0.1765     0.2526     0.2078
52         0.5364     0.6146     0.5728
53         0.3945     0.4479     0.4195
54         0.3154     0.4123     0.3574
55         0.0833     0.0430     0.0567
56         0.3182     0.4667     0.3784
57         0.4079     0.3039     0.3483
58         0.3587     0.3084     0.3317
59         0.2927     0.2124     0.2462
60         0.6565     0.7890     0.7167
61         0.3471     0.4719     0.4000
62         0.4022     0.3592     0.3795
63         0.2426     0.3942     0.3004
64         0.2456     0.1296     0.1697
65         0.1238     0.1313     0.1275
66         0.1224     0.0659     0.0857
67         0.2178     0.2472     0.2316
68         0.5446     0.5648     0.5545
69         0.3312     0.5699     0.4190
70         0.3906     0.2252     0.2857
71         0.5102     0.5435     0.5263
72         0.1400     0.0648     0.0886
73         0.3814     0.3190     0.3474
74         0.1198     0.1869     0.1460
75         0.5470     0.5766     0.5614
76         0.3288     0.5106     0.4000
77         0.1267     0.1900     0.1520
78         0.1250     0.0104     0.0192
79         0.2179     0.1735     0.1932
80         0.2857     0.0714     0.1143
81         0.2963     0.1633     0.2105
82         0.6176     0.4516     0.5217
83         0.2083     0.1389     0.1667
84         0.1613     0.1389     0.1493
85         0.4524     0.3585     0.4000
86         0.3406     0.4234     0.3775
87         0.2683     0.2558     0.2619
88         0.2088     0.1810     0.1939
89         0.3818     0.1981     0.2609
90         0.2333     0.0625     0.0986
91         0.4568     0.4022     0.4277
92         0.1163     0.0952     0.1047
93         0.2157     0.1089     0.1447
94         0.3846     0.6579     0.4854
95         0.2941     0.3608     0.3241
96         0.3429     0.3000     0.3200
97         0.2055     0.2804     0.2372
98         0.1600     0.1839     0.1711
99         0.1446     0.1143     0.1277
----------------------------------------
Macro Avg  0.2828     0.2842     0.2726

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl
